sentence,type
"She took the mug into the cabin, where Farder Coram had found a beer glass.",未知
"He held the tin mug upside down over it and then slipped the card out from between them, so that the creature fell into the glass.",未知
He held it up so they could see the angry little thing clearly.,主谓宾
"It was about as long as Lyra's thumb, and dark green, not black.",未知
"Its wing cases were erect, like a ladybird's about to fly, and the wings inside were beating so furiously that they were only a blur.",未知
Its six clawed legs were scrabbling on the smooth glass.,未知
"""What is it?""",未知
she said.,未知
"Pantalaimon, a wildcat still, crouched on the table six inches away, his green eyes following it round and round inside the glass.",未知
"""If you was to crack it open,"" said Farder Coram, ""you'd find no living thing in there.",未知
"No animal nor insect, at any rate.",未知
"I seen one of these things afore, and I never thought I'd see one again this far north.",未知
Afric things.,未知
"There's a clockwork running in there, and pinned to the spring of it, there's a bad spirit with a spell through its heart.""",未知
"""But who sent it?""",未知
"""You don't even need to read the symbols, Lyra; you can guess as easy as I can.""",未知
"""Mrs.",未知
"Coulter?""",未知
"'""Course.",未知
She en't only explored up north; there's strange things aplenty in the southern wild.,未知
It was Morocco where I saw one of these last.,主谓宾
"Deadly dangerous; while the spirit's in it, it won't never stop, and when you let the spirit free, it's so monstrous angry it'll kill the first thing it gets at.""",未知
"""But what was it after?""",未知
"""Spying.",未知
I was a cursed fool to let you up above.,未知
"And I should have let you think your way through the symbols without interrupting.""",未知
"""I see it now!""",未知
"said Lyra, suddenly excited.",未知
"""It means air, that lizard thing!",未知
"I saw that, but I couldn't see why, so I tried to work it out and I lost it.""",未知
"""Ah,"" said Farder Coram, ""then I see it too.",未知
"It en't a lizard, that's why; it's a chameleon.",未知
"And it stands for air because they don't eat nor drink, they just live on air.""",未知
"""And the elephant-""
""Africa,"" he said, and ""Aha.""",未知
They looked at each other.,未知
"With every revelation of the alethiometer's power, they became more awed by it.",未知
"""It was telling us about these things all the time,"" said Lyra.",未知
"""We oughter listened.",未知
"But what can we do about this un, Farder Coram?",未知
"Can we kill it or something?""",未知
"""I don't know as we can do anything.",未知
We shall just have to keep him shut up tight in a box and never let him out.,未知
"What worries me more is the other one, as got away.",未知
"He'll be a flying back to Mrs. Coulter now, with the news that he's seen you.",未知
"Damn me, Lyra, but I'm a fool.""",未知
He rattled about in a cupboard and found a smokeleaf tin about three inches in diameter.,未知
"It had been used for holding screws, but he tipped those out and wiped the inside with a rag before inverting the glass over it with the card still in place over the mouth.",未知
"After a tricky moment when one of the creature's legs escaped and thrust the tin away with surprising strength, they had it captured and the lid screwed down tight.",未知
"""As soon's we get about the ship I'll run some solder round the edge to make sure of it,"" Farder Coram said.",未知
"""But don't clockwork run down?""",未知
"""Ordinary clockwork, yes.",未知
"But like I said, this un's kept tight wound by the spirit pinned to the end.",未知
"The more he struggles, the tighter it's wound, and the stronger the force is.",未知
"Now let's put this feller out the way....""
He wrapped the tin in a flannel cloth to stifle the incessant buzzing and droning, and stowed it away under his bunk.",未知
"It was dark now, and Lyra watched through the window as the lights of Colby came closer.",未知
"The heavy air was thickening into mist, and by the time they tied up at the wharves alongside the Smokemarket everything in sight was softened and blurred.",未知
"The darkness shaded into pearly silver-gray veils laid over the warehouses and the cranes, the wooden market stalls and the granite many-chimneyed building the market was named after, where day and night fish hung kippering in the fragrant oakwood smoke.",未知
"The chimneys were contributing their thickness to the clammy air, and the pleasant reek of smoked herring and mackerel and haddock seemed to breathe out of the very cobbles.",未知
"Lyra, wrapped up in oilskin and with a large hood hiding her revealing hair, walked along between Farder Coram and the tillerman.",未知
"All three daemons were alert, scouting around corners ahead, watching behind, listening for the slightest footfall.",未知
But they were the only figures to be seen.,未知
"The citizens of Colby were all indoors, probably sipping jenniver beside roaring stoves.",未知
"They saw no one until they reached the dock, and the first man they saw there was Tony Costa, guarding the gates.",未知
"""Thank God you got here,"" he said quietly, letting them through.",未知
"""We just heard as Jack Verhoeven's been shot and his boat sunk, and no one'd heard where you was.",未知
"John Faa's on board already and jumping to go.""",未知
"The vessel looked immense to Lyra: a wheelhouse and funnel amidships, a high fo'c'sle and a stout derrick over a canvas-covered hatch; yellow light agleam in the portholes and the bridge, and white light at the masthead; and three or four men on deck, working urgently at things she couldn't see.",未知
